chr	start	end	silencer
chr12	72277015	72277215	1
chr8	82746095	82746295	1
chr5	175935076	175935276	1
chr1	246999535	246999735	1
chr16	13130536	13130736	1
chr1	168443655	168443855	1
chr12	65643156	65643356	1
chr1	188803646	188803846	1
chr10	97492796	97492996	1
chr5	122283935	122284135	1
chr6	5117375	5117575	1
chr1	33776875	33777075	1
chr11	47608935	47609135	1
chr8	26986156	26986356	1
chr18	64967836	64968036	1
chr3	57344115	57344315	1
chr2	12260935	12261135	1
chr7	128953875	128954075	1
chr2	166430515	166430715	1
chr14	70680676	70680876	1
chr21	23272496	23272696	1
chr6	255115	255315	1
chr12	71866515	71866715	1
chr15	72833345	72833545	1
chr6	35671475	35671675	1
chr8	77979676	77979876	1
chr5	163754255	163754455	1
chr10	75589635	75589835	1
chr1	167382215	167382415	1
chr3	34461416	34461616	1
chr1	8125536	8125736	1
chr20	56067996	56068196	1
chr19	40089846	40090046	1
chr11	108258776	108258976	1
chr6	4981975	4982175	1
chr6	112434676	112434876	1
chr18	55490276	55490476	1
chr4	70044976	70045176	1
chr6	129940875	129941075	1
chr5	80587636	80587836	1
chr1	94236256	94236456	1
chr6	116847995	116848195	1
chr8	16517376	16517576	1
chr6	110008216	110008416	1
chr1	55170920	55171120	1
chr1	61809416	61809616	1
chr1	173972075	173972275	1
chr7	150326415	150326615	1
chr16	87642096	87642296	1
chr12	120871295	120871495	1
chr15	31178096	31178296	1
chr6	17633615	17633815	1
chr2	44184396	44184596	1
chr6	161464315	161464515	1
chr17	67228885	67229085	1
chr12	50773656	50773856	1
chr8	8652475	8652675	1
chr8	70554916	70555116	1
chr4	27732015	27732215	1
chr11	65009936	65010136	1
chr7	157519415	157519615	1
chr22	21514075	21514275	1
chr4	160311875	160312075	1
chr1	227964295	227964495	1
chr14	47096016	47096216	1
chr6	56685795	56685995	1
chr6	44940556	44940756	1
chr6	143333055	143333255	1
chr6	109303416	109303616	1
chr17	73999175	73999375	1
chr2	82316476	82316676	1
chr6	27420295	27420495	1
chr15	49124935	49125135	1
chr19	7658185	7658385	1
chr3	177370635	177370835	1
chr11	98738716	98738916	1
chr6	32259415	32259615	1
chr12	71715395	71715595	1
chr1	6278895	6279095	1
chr17	63250396	63250596	1
chr15	78045656	78045856	1
chr18	20555575	20555775	1
chr6	20932656	20932856	1
chr20	1481236	1481436	1
chr3	31117006	31117206	1
chr1	210913036	210913236	1
chr1	180309375	180309575	1
chr7	27743696	27743896	1
chr4	127916235	127916435	1
chr12	95526676	95526876	1
chr7	55450496	55450696	1
chr21	32776135	32776335	1
chr6	74432475	74432675	1
chr1	231753695	231753895	1
chr20	46470756	46470956	1
chr17	58760496	58760696	1
chr1	11254536	11254736	1
chr1	31758456	31758656	1
chr1	63577896	63578096	1
chr7	111282695	111282895	1
chr20	35377616	35377816	1
chr6	49661355	49661555	1
chr2	113313655	113313855	1
chr5	105416336	105416536	1
chr15	83432155	83432355	1
chr1	190442056	190442256	1
chr1	115391760	115391960	1
chr14	96401656	96401856	1
chr1	53895795	53895995	1
chr7	10116656	10116856	1
chr11	116850945	116851145	1
chr2	141930936	141931136	1
chr3	165963296	165963496	1
chr8	107686076	107686276	1
chr1	209951215	209951415	1
chr2	91668896	91669096	1
chr18	48488476	48488676	1
chr14	32755936	32756136	1
chr1	109573635	109573835	1
chr1	189622706	189622906	1
chr5	144863816	144864016	1
chr3	111305416	111305616	1
chr10	121393736	121393936	1
chr1	38177215	38177415	1
chr2	203583476	203583676	1
chr6	25533455	25533655	1
chr8	108513645	108513845	1
chr15	93150980	93151180	1
chr11	98574996	98575196	1
chr1	52663555	52663755	1
chr1	227159535	227159735	1
chr9	104688115	104688315	1
chr6	49687775	49687975	1
chr3	119224656	119224856	1
chr9	66490935	66491135	1
chr7	14371896	14372096	1
chr9	94127115	94127315	1
chr12	123314235	123314435	1
chr16	27381135	27381335	1
chr1	169508325	169508525	1
chr15	69219540	69219740	1
chr8	142726196	142726396	1
chr22	19525995	19526195	1
chr19	38611396	38611596	1
chr1	11460745	11460945	1
chr10	65496015	65496215	1
chr19	13326415	13326615	1
chr6	27419535	27419735	1
chr18	29712985	29713185	1
chr12	65594136	65594336	1
chr3	64944856	64945056	1
chr2	61735775	61735975	1
chr22	38994556	38994756	1
chr5	19190616	19190816	1
chr10	66668616	66668816	1
chr5	151101655	151101855	1
chr20	61798420	61798620	1
chr7	35718876	35719076	1
chr2	232940176	232940376	1
chr6	91069325	91069525	1
chr12	93654555	93654755	1
chr3	43367595	43367795	1
chr7	64507216	64507416	1
chr16	1345656	1345856	1
chr6	47181955	47182155	1
chr8	101556756	101556956	1
chr10	18368936	18369136	1
chr14	97451955	97452155	1
chr12	70360655	70360855	1
chr8	27685455	27685655	1
chr21	47020735	47020935	1
chr8	139801356	139801556	1
chr11	75743676	75743876	1
chr12	66123835	66124035	1
chr18	2348035	2348235	1
chr17	33992736	33992936	1
chr13	70251296	70251496	1
chr11	118653155	118653355	1
chr3	170102305	170102505	1
chr2	239542395	239542595	1
chr20	689636	689836	1
chr2	170193295	170193495	1
chr7	144081475	144081675	1
chr14	32466225	32466425	1
chr10	64966135	64966335	1
chr5	95901815	95902015	1
chr17	76225216	76225416	1
chr6	106677946	106678146	1
chr8	108285695	108285895	1
chr12	72119035	72119235	1
chr1	15994716	15994916	1
chr19	45463036	45463236	1
chr6	170148655	170148855	1
chr3	122077256	122077456	1
chr7	148677035	148677235	1
chr3	124950675	124950875	1
chr1	247002195	247002395	1
chr2	61686315	61686515	1
chr4	83214566	83214766	1
chr9	108476455	108476655	1
chr18	19218436	19218636	1
chr1	112771435	112771635	1
chr1	115283235	115283435	1
chr5	135587075	135587275	1
chr3	87080656	87080856	1
chr3	195243636	195243836	1
chr10	17146476	17146676	1
chr15	52113455	52113655	1
chr1	95754136	95754336	1
chr11	9295256	9295456	1
chr1	246892795	246892995	1
chr19	35561535	35561735	1
chr19	28867855	28868055	1
chr5	37594995	37595195	1
chr1	21551136	21551336	1
chr4	146428826	146429026	1
chr10	66555776	66555976	1
chr3	10795746	10795946	1
chr12	69573655	69573855	1
chr12	28152995	28153195	1
chr1	171880756	171880956	1
chr3	107908196	107908396	1
chr1	220008755	220008955	1
chr5	159428020	159428220	1
chr7	38027456	38027656	1
chr5	90097156	90097356	1
chr1	44879515	44879715	1
chr12	31728135	31728335	1
chr7	136235815	136236015	1
chr17	55105256	55105456	1
chr11	77291916	77292116	1
chr16	4934176	4934376	1
chr15	41835015	41835215	1
chr18	21895235	21895435	1
chr12	92910116	92910316	1
chr2	129252175	129252375	1
chr11	98416336	98416536	1
chr7	18183896	18184096	1
chr10	20013356	20013556	1
chr19	29235936	29236136	1
chr19	10701656	10701856	1
chr6	159108075	159108275	1
chr22	21231255	21231455	1
chr12	34397655	34397855	1
chr2	27971875	27972075	1
chr7	18173236	18173436	1
chr16	5226440	5226640	1
chr3	33740915	33741115	1
chr1	220422915	220423115	1
chr1	235913275	235913475	1
chr7	38106116	38106316	1
chr10	35270515	35270715	1
chr19	48976876	48977076	1
chr12	16101516	16101716	1
chr5	131360535	131360735	1
chr19	3781775	3781975	1
chr5	98851576	98851776	1
chr13	81366075	81366275	1
chr11	101012236	101012436	1
chr1	180313355	180313555	1
chr19	58153376	58153576	1
chr8	109212696	109212896	1
chr1	37431966	37432166	1
chr5	145556075	145556275	1
chr17	35400416	35400616	1
chr5	87484685	87484885	1
chr2	188325355	188325555	1
chr14	92512336	92512536	1
chr4	22417996	22418196	1
chr17	17328016	17328216	1
chr17	67141095	67141295	1
chr2	66005375	66005575	1
chr5	176233276	176233476	1
chr5	37330376	37330576	1
chr3	48107695	48107895	1
chr14	59001575	59001775	1
chr22	21529575	21529775	1
chr18	38447456	38447656	1
chr1	113106055	113106255	1
chr4	165668016	165668216	1
chr7	135895235	135895435	1
chr2	12291625	12291825	1
chr13	81826596	81826796	1
chr8	26002136	26002336	1
chr17	28552915	28553115	1
chr6	20825576	20825776	1
chr18	34044235	34044435	1
chr11	69174675	69174875	1
chr9	115595475	115595675	1
chr1	203810455	203810655	1
chr3	20346575	20346775	1
chr3	160665395	160665595	1
chr18	22023935	22024135	1
chr5	133762076	133762276	1
chr1	229573315	229573515	1
chr9	47196306	47196506	1
chr12	71983435	71983635	1
chr5	137596915	137597115	1
chr1	16238495	16238695	1
chr7	145140456	145140656	1
chr14	74668876	74669076	1
chr19	2834296	2834496	1
chr1	20765876	20766076	1
chr6	161312335	161312535	1
chr17	75948555	75948755	1
chr2	128528635	128528835	1
chr12	10524796	10524996	1
chr18	22969235	22969435	1
chr1	192173916	192174116	1
chr1	19873255	19873455	1
chr19	8030436	8030636	1
chr12	64291595	64291795	1
chr11	31506916	31507116	1
chr5	133220655	133220855	1
chr6	135278355	135278555	1
chr8	87015075	87015275	1
chr20	53749055	53749255	1
chr10	5895595	5895795	1
chr18	51735016	51735216	1
chr12	22736395	22736595	1
chr8	66769936	66770136	1
chr3	23298536	23298736	1
chr10	17776586	17776786	1
chr3	17640295	17640495	1
chr1	93595296	93595496	1
chr17	6126646	6126846	1
chr6	159324935	159325135	1
chr20	61701296	61701496	1
chr1	109185160	109185360	1
chr6	136890475	136890675	1
chr1	176716815	176717015	1
chr7	140565415	140565615	1
chr6	97381316	97381516	1
chr13	81773756	81773956	1
chr6	135747075	135747275	1
chr19	40626976	40627176	1
chr2	226395416	226395616	1
chr3	14722285	14722485	1
chr17	67874356	67874556	1
chr12	93010055	93010255	1
chr5	108529776	108529976	1
chr3	193398115	193398315	1
chr6	144199735	144199935	1
chr21	32701715	32701915	1
chr12	125267395	125267595	1
chr7	124051976	124052176	1
chr19	41782276	41782476	1
chr4	97570776	97570976	1
chr5	88783856	88784056	1
chr11	3448786	3448986	1
chr1	70924576	70924776	1
chr1	227401575	227401775	1
chr8	105743400	105743600	1
chr7	47114516	47114716	1
chr1	146548380	146548580	1
chr17	26330216	26330416	1
chr3	177023156	177023356	1
chr12	48919920	48920120	1
chr3	33423435	33423635	1
chr1	178911815	178912015	1
chr6	95992556	95992756	1
chr6	37419635	37419835	1
chr5	34419815	34420015	1
chr6	43430035	43430235	1
chr7	118324436	118324636	1
chr12	70649215	70649415	1
chr3	172185115	172185315	1
chr6	74498816	74499016	1
chr15	97170635	97170835	1
chr6	35549655	35549855	1
chr19	52090945	52091145	1
chr1	46056496	46056696	1
chr3	32261035	32261235	1
chr11	77305256	77305456	1
chr2	182174475	182174675	1
chr1	187353636	187353836	1
chr10	102266336	102266536	1
chr7	27655896	27656096	1
chr17	13485276	13485476	1
chr16	66780515	66780715	1
chr11	6269395	6269595	1
chr12	88701386	88701586	1
chr21	20117056	20117256	1
chr10	31235976	31236176	1
chr11	85336295	85336495	1
chr7	133141895	133142095	1
chr1	23572835	23573035	1
chr10	6313935	6314135	1
chr7	118602116	118602316	1
chr6	28076955	28077155	1
chr1	166761555	166761755	1
chr3	20501215	20501415	1
chr10	104732496	104732696	1
chr19	45159806	45160006	1
chr6	15572435	15572635	1
chr7	155640580	155640780	1
chr12	22736835	22737035	1
chrX	43340796	43340996	1
chr9	26935936	26936136	1
chr6	142285156	142285356	1
chr1	53671815	53672015	1
chr2	39582676	39582876	1
chr3	158012496	158012696	1
chr7	64869015	64869215	1
chr1	25436056	25436256	1
chr2	181607635	181607835	1
chr1	219239755	219239955	1
chr7	142379416	142379616	1
chr21	47252716	47252916	1
chr2	24082976	24083176	1
chr2	61705315	61705515	1
chr9	32331346	32331546	1
chr16	28344036	28344236	1
